# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
# learning rate : 0.002
# batch size : 64
# max_iteration : 200000
[i] iter = 100, loss = 1.9317, x_loss = 1.8560, l2_reg_loss = 0.0757, accuracy = 14.28, train_time = 11sec
[i] iter = 125200, loss = 0.1557, x_loss = 0.0405, l2_reg_loss = 0.1151, accuracy = 99.58, train_time = 7sec
[i] iter = 125300, loss = 0.1566, x_loss = 0.0416, l2_reg_loss = 0.1150, accuracy = 99.38, train_time = 7sec
[i] iter = 125400, loss = 0.1536, x_loss = 0.0387, l2_reg_loss = 0.1148, accuracy = 99.56, train_time = 7sec
[i] iter = 125500, loss = 0.1526, x_loss = 0.0379, l2_reg_loss = 0.1147, accuracy = 99.50, train_time = 7sec
[i] iter = 125600, loss = 0.1501, x_loss = 0.0355, l2_reg_loss = 0.1146, accuracy = 99.66, train_time = 7sec
[i] iter = 125700, loss = 0.1529, x_loss = 0.0384, l2_reg_loss = 0.1144, accuracy = 99.50, train_time = 7sec
[i] iter = 125800, loss = 0.1570, x_loss = 0.0427, l2_reg_loss = 0.1143, accuracy = 99.44, train_time = 7sec
[i] iter = 125900, loss = 0.1501, x_loss = 0.0359, l2_reg_loss = 0.1142, accuracy = 99.62, train_time = 7sec
[i] iter = 126000, loss = 0.1555, x_loss = 0.0415, l2_reg_loss = 0.1140, accuracy = 99.41, train_time = 7sec
[i] iter = 126100, loss = 0.1543, x_loss = 0.0404, l2_reg_loss = 0.1139, accuracy = 99.47, train_time = 7sec
[i] iter = 126200, loss = 0.1530, x_loss = 0.0392, l2_reg_loss = 0.1138, accuracy = 99.53, train_time = 7sec
[i] iter = 126300, loss = 0.1513, x_loss = 0.0376, l2_reg_loss = 0.1137, accuracy = 99.59, train_time = 7sec
[i] iter = 126400, loss = 0.1554, x_loss = 0.0418, l2_reg_loss = 0.1135, accuracy = 99.44, train_time = 7sec
[i] iter = 126500, loss = 0.1512, x_loss = 0.0378, l2_reg_loss = 0.1134, accuracy = 99.42, train_time = 7sec
[i] iter = 126600, loss = 0.1507, x_loss = 0.0375, l2_reg_loss = 0.1133, accuracy = 99.58, train_time = 7sec
[i] iter = 126700, loss = 0.1511, x_loss = 0.0379, l2_reg_loss = 0.1131, accuracy = 99.59, train_time = 7sec
[i] iter = 126800, loss = 0.1517, x_loss = 0.0387, l2_reg_loss = 0.1130, accuracy = 99.42, train_time = 7sec
[i] iter = 126900, loss = 0.1528, x_loss = 0.0399, l2_reg_loss = 0.1129, accuracy = 99.55, train_time = 7sec
[i] iter = 127000, loss = 0.1534, x_loss = 0.0407, l2_reg_loss = 0.1127, accuracy = 99.47, train_time = 7sec
[i] iter = 127100, loss = 0.1497, x_loss = 0.0371, l2_reg_loss = 0.1126, accuracy = 99.56, train_time = 7sec
[i] iter = 127200, loss = 0.1489, x_loss = 0.0365, l2_reg_loss = 0.1125, accuracy = 99.55, train_time = 7sec
[i] iter = 127300, loss = 0.1486, x_loss = 0.0362, l2_reg_loss = 0.1123, accuracy = 99.59, train_time = 7sec
[i] iter = 127400, loss = 0.1530, x_loss = 0.0408, l2_reg_loss = 0.1122, accuracy = 99.50, train_time = 7sec
[i] iter = 127500, loss = 0.1499, x_loss = 0.0378, l2_reg_loss = 0.1121, accuracy = 99.47, train_time = 7sec
[i] iter = 127600, loss = 0.1494, x_loss = 0.0375, l2_reg_loss = 0.1120, accuracy = 99.61, train_time = 7sec
[i] iter = 127700, loss = 0.1489, x_loss = 0.0371, l2_reg_loss = 0.1118, accuracy = 99.47, train_time = 7sec
[i] iter = 127800, loss = 0.1486, x_loss = 0.0369, l2_reg_loss = 0.1117, accuracy = 99.64, train_time = 7sec
[i] iter = 127900, loss = 0.1531, x_loss = 0.0416, l2_reg_loss = 0.1116, accuracy = 99.48, train_time = 7sec
[i] iter = 128000, loss = 0.1498, x_loss = 0.0383, l2_reg_loss = 0.1114, accuracy = 99.67, train_time = 7sec
[i] iter = 128100, loss = 0.1486, x_loss = 0.0373, l2_reg_loss = 0.1113, accuracy = 99.53, train_time = 7sec
[i] iter = 128200, loss = 0.1462, x_loss = 0.0350, l2_reg_loss = 0.1112, accuracy = 99.62, train_time = 7sec
[i] iter = 128300, loss = 0.1453, x_loss = 0.0343, l2_reg_loss = 0.1110, accuracy = 99.69, train_time = 7sec
[i] iter = 128400, loss = 0.1489, x_loss = 0.0380, l2_reg_loss = 0.1109, accuracy = 99.50, train_time = 7sec
[i] iter = 128500, loss = 0.1481, x_loss = 0.0373, l2_reg_loss = 0.1108, accuracy = 99.56, train_time = 7sec
[i] iter = 128600, loss = 0.1500, x_loss = 0.0393, l2_reg_loss = 0.1107, accuracy = 99.48, train_time = 7sec
[i] iter = 128700, loss = 0.1475, x_loss = 0.0370, l2_reg_loss = 0.1105, accuracy = 99.59, train_time = 7sec
[i] iter = 128800, loss = 0.1476, x_loss = 0.0372, l2_reg_loss = 0.1104, accuracy = 99.61, train_time = 7sec
[i] iter = 128900, loss = 0.1479, x_loss = 0.0376, l2_reg_loss = 0.1103, accuracy = 99.55, train_time = 7sec
[i] iter = 129000, loss = 0.1490, x_loss = 0.0389, l2_reg_loss = 0.1102, accuracy = 99.52, train_time = 7sec
[i] iter = 129100, loss = 0.1446, x_loss = 0.0346, l2_reg_loss = 0.1100, accuracy = 99.69, train_time = 7sec
[i] iter = 129200, loss = 0.1512, x_loss = 0.0413, l2_reg_loss = 0.1099, accuracy = 99.59, train_time = 7sec
[i] iter = 129300, loss = 0.1470, x_loss = 0.0372, l2_reg_loss = 0.1098, accuracy = 99.67, train_time = 7sec
[i] iter = 129400, loss = 0.1494, x_loss = 0.0397, l2_reg_loss = 0.1097, accuracy = 99.53, train_time = 7sec
[i] iter = 129500, loss = 0.1475, x_loss = 0.0379, l2_reg_loss = 0.1095, accuracy = 99.44, train_time = 7sec
[i] iter = 129600, loss = 0.1459, x_loss = 0.0365, l2_reg_loss = 0.1094, accuracy = 99.58, train_time = 7sec
[i] iter = 129700, loss = 0.1468, x_loss = 0.0375, l2_reg_loss = 0.1093, accuracy = 99.48, train_time = 7sec
[i] iter = 129800, loss = 0.1455, x_loss = 0.0364, l2_reg_loss = 0.1092, accuracy = 99.59, train_time = 7sec
[i] iter = 129900, loss = 0.1448, x_loss = 0.0358, l2_reg_loss = 0.1090, accuracy = 99.62, train_time = 7sec
[i] iter = 130000, loss = 0.1469, x_loss = 0.0380, l2_reg_loss = 0.1089, accuracy = 99.56, train_time = 7sec
[i] iter = 130000, test_accuracy = 92.71, test_time = 1sec
[i] iter = 130100, loss = 0.1468, x_loss = 0.0380, l2_reg_loss = 0.1088, accuracy = 99.58, train_time = 8sec
[i] iter = 130200, loss = 0.1483, x_loss = 0.0396, l2_reg_loss = 0.1087, accuracy = 99.48, train_time = 7sec
[i] iter = 130300, loss = 0.1476, x_loss = 0.0391, l2_reg_loss = 0.1085, accuracy = 99.58, train_time = 7sec
[i] iter = 130400, loss = 0.1430, x_loss = 0.0345, l2_reg_loss = 0.1084, accuracy = 99.67, train_time = 7sec
[i] iter = 130500, loss = 0.1431, x_loss = 0.0348, l2_reg_loss = 0.1083, accuracy = 99.61, train_time = 7sec
[i] iter = 130600, loss = 0.1451, x_loss = 0.0369, l2_reg_loss = 0.1082, accuracy = 99.56, train_time = 7sec
[i] iter = 130700, loss = 0.1457, x_loss = 0.0377, l2_reg_loss = 0.1081, accuracy = 99.52, train_time = 7sec
[i] iter = 130800, loss = 0.1434, x_loss = 0.0355, l2_reg_loss = 0.1080, accuracy = 99.66, train_time = 7sec
[i] iter = 130900, loss = 0.1449, x_loss = 0.0370, l2_reg_loss = 0.1078, accuracy = 99.58, train_time = 7sec
[i] iter = 131000, loss = 0.1443, x_loss = 0.0366, l2_reg_loss = 0.1077, accuracy = 99.67, train_time = 7sec
[i] iter = 131100, loss = 0.1427, x_loss = 0.0351, l2_reg_loss = 0.1076, accuracy = 99.59, train_time = 7sec
[i] iter = 131200, loss = 0.1420, x_loss = 0.0345, l2_reg_loss = 0.1075, accuracy = 99.67, train_time = 7sec
[i] iter = 131300, loss = 0.1468, x_loss = 0.0395, l2_reg_loss = 0.1073, accuracy = 99.66, train_time = 7sec
[i] iter = 131400, loss = 0.1461, x_loss = 0.0389, l2_reg_loss = 0.1072, accuracy = 99.58, train_time = 7sec
[i] iter = 131500, loss = 0.1433, x_loss = 0.0362, l2_reg_loss = 0.1071, accuracy = 99.66, train_time = 7sec
[i] iter = 131600, loss = 0.1445, x_loss = 0.0375, l2_reg_loss = 0.1070, accuracy = 99.58, train_time = 7sec
[i] iter = 131700, loss = 0.1455, x_loss = 0.0386, l2_reg_loss = 0.1069, accuracy = 99.59, train_time = 7sec
[i] iter = 131800, loss = 0.1422, x_loss = 0.0354, l2_reg_loss = 0.1068, accuracy = 99.58, train_time = 7sec
[i] iter = 131900, loss = 0.1452, x_loss = 0.0386, l2_reg_loss = 0.1066, accuracy = 99.48, train_time = 7sec
[i] iter = 132000, loss = 0.1423, x_loss = 0.0358, l2_reg_loss = 0.1065, accuracy = 99.70, train_time = 7sec
[i] iter = 132100, loss = 0.1415, x_loss = 0.0351, l2_reg_loss = 0.1064, accuracy = 99.67, train_time = 7sec
[i] iter = 132200, loss = 0.1401, x_loss = 0.0338, l2_reg_loss = 0.1063, accuracy = 99.70, train_time = 7sec
[i] iter = 132300, loss = 0.1456, x_loss = 0.0394, l2_reg_loss = 0.1062, accuracy = 99.53, train_time = 7sec
[i] iter = 132400, loss = 0.1421, x_loss = 0.0361, l2_reg_loss = 0.1060, accuracy = 99.64, train_time = 7sec
[i] iter = 132500, loss = 0.1458, x_loss = 0.0399, l2_reg_loss = 0.1059, accuracy = 99.48, train_time = 7sec
[i] iter = 132600, loss = 0.1434, x_loss = 0.0376, l2_reg_loss = 0.1058, accuracy = 99.58, train_time = 7sec
[i] iter = 132700, loss = 0.1458, x_loss = 0.0401, l2_reg_loss = 0.1057, accuracy = 99.45, train_time = 7sec
[i] iter = 132800, loss = 0.1479, x_loss = 0.0423, l2_reg_loss = 0.1056, accuracy = 99.52, train_time = 7sec
[i] iter = 132900, loss = 0.1437, x_loss = 0.0382, l2_reg_loss = 0.1055, accuracy = 99.59, train_time = 7sec
[i] iter = 133000, loss = 0.1441, x_loss = 0.0387, l2_reg_loss = 0.1054, accuracy = 99.50, train_time = 7sec
[i] iter = 133100, loss = 0.1414, x_loss = 0.0361, l2_reg_loss = 0.1053, accuracy = 99.72, train_time = 7sec
[i] iter = 133200, loss = 0.1392, x_loss = 0.0340, l2_reg_loss = 0.1052, accuracy = 99.61, train_time = 7sec
[i] iter = 133300, loss = 0.1423, x_loss = 0.0373, l2_reg_loss = 0.1050, accuracy = 99.59, train_time = 7sec
[i] iter = 133400, loss = 0.1403, x_loss = 0.0354, l2_reg_loss = 0.1049, accuracy = 99.62, train_time = 7sec
[i] iter = 133500, loss = 0.1412, x_loss = 0.0364, l2_reg_loss = 0.1048, accuracy = 99.45, train_time = 7sec
[i] iter = 133600, loss = 0.1370, x_loss = 0.0323, l2_reg_loss = 0.1047, accuracy = 99.80, train_time = 7sec
[i] iter = 133700, loss = 0.1403, x_loss = 0.0357, l2_reg_loss = 0.1046, accuracy = 99.61, train_time = 7sec
[i] iter = 133800, loss = 0.1394, x_loss = 0.0349, l2_reg_loss = 0.1045, accuracy = 99.66, train_time = 7sec
[i] iter = 133900, loss = 0.1390, x_loss = 0.0346, l2_reg_loss = 0.1044, accuracy = 99.66, train_time = 7sec
[i] iter = 134000, loss = 0.1431, x_loss = 0.0389, l2_reg_loss = 0.1042, accuracy = 99.34, train_time = 7sec
[i] iter = 134100, loss = 0.1395, x_loss = 0.0353, l2_reg_loss = 0.1041, accuracy = 99.72, train_time = 7sec
[i] iter = 134200, loss = 0.1412, x_loss = 0.0372, l2_reg_loss = 0.1040, accuracy = 99.56, train_time = 7sec
[i] iter = 134300, loss = 0.1400, x_loss = 0.0360, l2_reg_loss = 0.1039, accuracy = 99.56, train_time = 7sec
[i] iter = 134400, loss = 0.1380, x_loss = 0.0342, l2_reg_loss = 0.1038, accuracy = 99.72, train_time = 7sec
[i] iter = 134500, loss = 0.1427, x_loss = 0.0390, l2_reg_loss = 0.1037, accuracy = 99.58, train_time = 7sec
[i] iter = 134600, loss = 0.1393, x_loss = 0.0357, l2_reg_loss = 0.1036, accuracy = 99.59, train_time = 7sec
[i] iter = 134700, loss = 0.1386, x_loss = 0.0351, l2_reg_loss = 0.1035, accuracy = 99.69, train_time = 7sec
[i] iter = 134800, loss = 0.1433, x_loss = 0.0399, l2_reg_loss = 0.1034, accuracy = 99.56, train_time = 7sec
[i] iter = 134900, loss = 0.1417, x_loss = 0.0384, l2_reg_loss = 0.1033, accuracy = 99.58, train_time = 7sec
[i] iter = 135000, loss = 0.1386, x_loss = 0.0354, l2_reg_loss = 0.1032, accuracy = 99.56, train_time = 7sec
[i] iter = 135000, test_accuracy = 92.61, test_time = 1sec
[i] iter = 135100, loss = 0.1363, x_loss = 0.0332, l2_reg_loss = 0.1031, accuracy = 99.77, train_time = 8sec
[i] iter = 135200, loss = 0.1372, x_loss = 0.0342, l2_reg_loss = 0.1029, accuracy = 99.64, train_time = 7sec
[i] iter = 135300, loss = 0.1425, x_loss = 0.0397, l2_reg_loss = 0.1028, accuracy = 99.52, train_time = 7sec
[i] iter = 135400, loss = 0.1394, x_loss = 0.0366, l2_reg_loss = 0.1027, accuracy = 99.59, train_time = 7sec
[i] iter = 135500, loss = 0.1410, x_loss = 0.0383, l2_reg_loss = 0.1026, accuracy = 99.56, train_time = 7sec
[i] iter = 135600, loss = 0.1411, x_loss = 0.0385, l2_reg_loss = 0.1025, accuracy = 99.62, train_time = 7sec
[i] iter = 135700, loss = 0.1383, x_loss = 0.0359, l2_reg_loss = 0.1024, accuracy = 99.55, train_time = 7sec
[i] iter = 135800, loss = 0.1353, x_loss = 0.0330, l2_reg_loss = 0.1023, accuracy = 99.67, train_time = 7sec
[i] iter = 135900, loss = 0.1409, x_loss = 0.0387, l2_reg_loss = 0.1022, accuracy = 99.62, train_time = 7sec
[i] iter = 136000, loss = 0.1349, x_loss = 0.0328, l2_reg_loss = 0.1021, accuracy = 99.66, train_time = 7sec
[i] iter = 136100, loss = 0.1349, x_loss = 0.0329, l2_reg_loss = 0.1020, accuracy = 99.77, train_time = 7sec
[i] iter = 136200, loss = 0.1372, x_loss = 0.0353, l2_reg_loss = 0.1019, accuracy = 99.73, train_time = 7sec
[i] iter = 136300, loss = 0.1369, x_loss = 0.0351, l2_reg_loss = 0.1018, accuracy = 99.73, train_time = 7sec
[i] iter = 136400, loss = 0.1346, x_loss = 0.0330, l2_reg_loss = 0.1017, accuracy = 99.67, train_time = 7sec
[i] iter = 136500, loss = 0.1382, x_loss = 0.0366, l2_reg_loss = 0.1016, accuracy = 99.58, train_time = 7sec
[i] iter = 136600, loss = 0.1354, x_loss = 0.0340, l2_reg_loss = 0.1014, accuracy = 99.62, train_time = 7sec
[i] iter = 136700, loss = 0.1389, x_loss = 0.0375, l2_reg_loss = 0.1014, accuracy = 99.67, train_time = 7sec
[i] iter = 136800, loss = 0.1386, x_loss = 0.0373, l2_reg_loss = 0.1013, accuracy = 99.62, train_time = 7sec
[i] iter = 136900, loss = 0.1385, x_loss = 0.0373, l2_reg_loss = 0.1012, accuracy = 99.62, train_time = 7sec
[i] iter = 137000, loss = 0.1360, x_loss = 0.0349, l2_reg_loss = 0.1011, accuracy = 99.62, train_time = 7sec
[i] iter = 137100, loss = 0.1336, x_loss = 0.0326, l2_reg_loss = 0.1009, accuracy = 99.66, train_time = 7sec
[i] iter = 137200, loss = 0.1319, x_loss = 0.0311, l2_reg_loss = 0.1008, accuracy = 99.70, train_time = 7sec
[i] iter = 137300, loss = 0.1370, x_loss = 0.0363, l2_reg_loss = 0.1007, accuracy = 99.62, train_time = 7sec
[i] iter = 137400, loss = 0.1332, x_loss = 0.0326, l2_reg_loss = 0.1006, accuracy = 99.72, train_time = 7sec
[i] iter = 137500, loss = 0.1385, x_loss = 0.0380, l2_reg_loss = 0.1005, accuracy = 99.72, train_time = 7sec
[i] iter = 137600, loss = 0.1368, x_loss = 0.0364, l2_reg_loss = 0.1004, accuracy = 99.56, train_time = 7sec
[i] iter = 137700, loss = 0.1309, x_loss = 0.0306, l2_reg_loss = 0.1003, accuracy = 99.73, train_time = 7sec
[i] iter = 137800, loss = 0.1336, x_loss = 0.0334, l2_reg_loss = 0.1002, accuracy = 99.78, train_time = 7sec
[i] iter = 137900, loss = 0.1355, x_loss = 0.0354, l2_reg_loss = 0.1001, accuracy = 99.64, train_time = 7sec
[i] iter = 138000, loss = 0.1331, x_loss = 0.0331, l2_reg_loss = 0.1000, accuracy = 99.72, train_time = 7sec
[i] iter = 138100, loss = 0.1321, x_loss = 0.0323, l2_reg_loss = 0.0999, accuracy = 99.64, train_time = 7sec
[i] iter = 138200, loss = 0.1343, x_loss = 0.0345, l2_reg_loss = 0.0998, accuracy = 99.70, train_time = 7sec
[i] iter = 138300, loss = 0.1349, x_loss = 0.0352, l2_reg_loss = 0.0997, accuracy = 99.78, train_time = 7sec
[i] iter = 138400, loss = 0.1310, x_loss = 0.0315, l2_reg_loss = 0.0996, accuracy = 99.77, train_time = 7sec
[i] iter = 138500, loss = 0.1335, x_loss = 0.0341, l2_reg_loss = 0.0994, accuracy = 99.69, train_time = 7sec
[i] iter = 138600, loss = 0.1340, x_loss = 0.0346, l2_reg_loss = 0.0993, accuracy = 99.62, train_time = 7sec
[i] iter = 138700, loss = 0.1345, x_loss = 0.0353, l2_reg_loss = 0.0992, accuracy = 99.67, train_time = 7sec
[i] iter = 138800, loss = 0.1323, x_loss = 0.0331, l2_reg_loss = 0.0991, accuracy = 99.73, train_time = 7sec
[i] iter = 138900, loss = 0.1315, x_loss = 0.0324, l2_reg_loss = 0.0990, accuracy = 99.75, train_time = 7sec
[i] iter = 139000, loss = 0.1329, x_loss = 0.0340, l2_reg_loss = 0.0989, accuracy = 99.69, train_time = 7sec
[i] iter = 139100, loss = 0.1332, x_loss = 0.0343, l2_reg_loss = 0.0988, accuracy = 99.61, train_time = 7sec
[i] iter = 139200, loss = 0.1309, x_loss = 0.0322, l2_reg_loss = 0.0987, accuracy = 99.67, train_time = 7sec
[i] iter = 139300, loss = 0.1309, x_loss = 0.0323, l2_reg_loss = 0.0986, accuracy = 99.69, train_time = 7sec
[i] iter = 139400, loss = 0.1332, x_loss = 0.0347, l2_reg_loss = 0.0985, accuracy = 99.62, train_time = 7sec
[i] iter = 139500, loss = 0.1316, x_loss = 0.0332, l2_reg_loss = 0.0984, accuracy = 99.66, train_time = 7sec
[i] iter = 139600, loss = 0.1294, x_loss = 0.0312, l2_reg_loss = 0.0983, accuracy = 99.80, train_time = 7sec
[i] iter = 139700, loss = 0.1355, x_loss = 0.0374, l2_reg_loss = 0.0982, accuracy = 99.62, train_time = 7sec
[i] iter = 139800, loss = 0.1338, x_loss = 0.0357, l2_reg_loss = 0.0981, accuracy = 99.75, train_time = 7sec
[i] iter = 139900, loss = 0.1349, x_loss = 0.0369, l2_reg_loss = 0.0980, accuracy = 99.73, train_time = 7sec
[i] iter = 140000, loss = 0.1336, x_loss = 0.0357, l2_reg_loss = 0.0979, accuracy = 99.61, train_time = 7sec
[i] iter = 140000, test_accuracy = 92.76, test_time = 1sec
[i] iter = 140100, loss = 0.1321, x_loss = 0.0343, l2_reg_loss = 0.0978, accuracy = 99.69, train_time = 8sec
[i] iter = 140200, loss = 0.1341, x_loss = 0.0364, l2_reg_loss = 0.0977, accuracy = 99.70, train_time = 7sec
[i] iter = 140300, loss = 0.1293, x_loss = 0.0317, l2_reg_loss = 0.0976, accuracy = 99.75, train_time = 7sec
[i] iter = 140400, loss = 0.1317, x_loss = 0.0342, l2_reg_loss = 0.0975, accuracy = 99.69, train_time = 7sec
[i] iter = 140500, loss = 0.1314, x_loss = 0.0340, l2_reg_loss = 0.0974, accuracy = 99.72, train_time = 7sec
[i] iter = 140600, loss = 0.1316, x_loss = 0.0343, l2_reg_loss = 0.0973, accuracy = 99.72, train_time = 7sec
[i] iter = 140700, loss = 0.1303, x_loss = 0.0331, l2_reg_loss = 0.0972, accuracy = 99.66, train_time = 7sec
[i] iter = 140800, loss = 0.1299, x_loss = 0.0328, l2_reg_loss = 0.0971, accuracy = 99.80, train_time = 7sec
[i] iter = 140900, loss = 0.1317, x_loss = 0.0347, l2_reg_loss = 0.0970, accuracy = 99.70, train_time = 7sec
[i] iter = 141000, loss = 0.1320, x_loss = 0.0351, l2_reg_loss = 0.0969, accuracy = 99.62, train_time = 7sec
[i] iter = 141100, loss = 0.1322, x_loss = 0.0354, l2_reg_loss = 0.0968, accuracy = 99.66, train_time = 7sec
[i] iter = 141200, loss = 0.1299, x_loss = 0.0332, l2_reg_loss = 0.0967, accuracy = 99.70, train_time = 7sec
[i] iter = 141300, loss = 0.1265, x_loss = 0.0300, l2_reg_loss = 0.0966, accuracy = 99.80, train_time = 7sec
[i] iter = 141400, loss = 0.1279, x_loss = 0.0314, l2_reg_loss = 0.0965, accuracy = 99.83, train_time = 7sec
[i] iter = 141500, loss = 0.1305, x_loss = 0.0341, l2_reg_loss = 0.0964, accuracy = 99.61, train_time = 7sec
[i] iter = 141600, loss = 0.1305, x_loss = 0.0343, l2_reg_loss = 0.0963, accuracy = 99.78, train_time = 7sec
[i] iter = 141700, loss = 0.1291, x_loss = 0.0330, l2_reg_loss = 0.0962, accuracy = 99.80, train_time = 7sec
[i] iter = 141800, loss = 0.1332, x_loss = 0.0372, l2_reg_loss = 0.0961, accuracy = 99.62, train_time = 7sec
[i] iter = 141900, loss = 0.1307, x_loss = 0.0347, l2_reg_loss = 0.0960, accuracy = 99.72, train_time = 7sec
[i] iter = 142000, loss = 0.1296, x_loss = 0.0338, l2_reg_loss = 0.0959, accuracy = 99.66, train_time = 7sec
[i] iter = 142100, loss = 0.1292, x_loss = 0.0334, l2_reg_loss = 0.0958, accuracy = 99.70, train_time = 7sec
[i] iter = 142200, loss = 0.1335, x_loss = 0.0378, l2_reg_loss = 0.0957, accuracy = 99.69, train_time = 7sec
[i] iter = 142300, loss = 0.1297, x_loss = 0.0340, l2_reg_loss = 0.0956, accuracy = 99.75, train_time = 7sec
[i] iter = 142400, loss = 0.1304, x_loss = 0.0348, l2_reg_loss = 0.0955, accuracy = 99.69, train_time = 7sec
[i] iter = 142500, loss = 0.1306, x_loss = 0.0352, l2_reg_loss = 0.0954, accuracy = 99.70, train_time = 7sec
[i] iter = 142600, loss = 0.1257, x_loss = 0.0303, l2_reg_loss = 0.0953, accuracy = 99.77, train_time = 7sec
[i] iter = 142700, loss = 0.1311, x_loss = 0.0359, l2_reg_loss = 0.0952, accuracy = 99.73, train_time = 7sec
[i] iter = 142800, loss = 0.1296, x_loss = 0.0345, l2_reg_loss = 0.0951, accuracy = 99.61, train_time = 7sec
[i] iter = 142900, loss = 0.1292, x_loss = 0.0342, l2_reg_loss = 0.0950, accuracy = 99.70, train_time = 7sec
[i] iter = 143000, loss = 0.1275, x_loss = 0.0325, l2_reg_loss = 0.0950, accuracy = 99.77, train_time = 7sec
[i] iter = 143100, loss = 0.1272, x_loss = 0.0323, l2_reg_loss = 0.0949, accuracy = 99.70, train_time = 7sec
[i] iter = 143200, loss = 0.1323, x_loss = 0.0375, l2_reg_loss = 0.0948, accuracy = 99.58, train_time = 7sec
[i] iter = 143300, loss = 0.1273, x_loss = 0.0327, l2_reg_loss = 0.0947, accuracy = 99.83, train_time = 7sec
[i] iter = 143400, loss = 0.1294, x_loss = 0.0348, l2_reg_loss = 0.0946, accuracy = 99.67, train_time = 7sec
[i] iter = 143500, loss = 0.1240, x_loss = 0.0295, l2_reg_loss = 0.0945, accuracy = 99.78, train_time = 7sec
[i] iter = 143600, loss = 0.1262, x_loss = 0.0318, l2_reg_loss = 0.0944, accuracy = 99.84, train_time = 7sec
[i] iter = 143700, loss = 0.1263, x_loss = 0.0320, l2_reg_loss = 0.0943, accuracy = 99.64, train_time = 7sec
[i] iter = 143800, loss = 0.1301, x_loss = 0.0359, l2_reg_loss = 0.0942, accuracy = 99.73, train_time = 7sec
[i] iter = 143900, loss = 0.1284, x_loss = 0.0343, l2_reg_loss = 0.0941, accuracy = 99.67, train_time = 7sec
[i] iter = 144000, loss = 0.1278, x_loss = 0.0338, l2_reg_loss = 0.0940, accuracy = 99.52, train_time = 7sec
[i] iter = 144100, loss = 0.1278, x_loss = 0.0339, l2_reg_loss = 0.0939, accuracy = 99.72, train_time = 7sec
[i] iter = 144200, loss = 0.1309, x_loss = 0.0370, l2_reg_loss = 0.0938, accuracy = 99.58, train_time = 7sec
[i] iter = 144300, loss = 0.1280, x_loss = 0.0343, l2_reg_loss = 0.0938, accuracy = 99.72, train_time = 7sec
[i] iter = 144400, loss = 0.1295, x_loss = 0.0358, l2_reg_loss = 0.0937, accuracy = 99.62, train_time = 7sec
[i] iter = 144500, loss = 0.1273, x_loss = 0.0337, l2_reg_loss = 0.0936, accuracy = 99.72, train_time = 7sec
[i] iter = 144600, loss = 0.1262, x_loss = 0.0327, l2_reg_loss = 0.0935, accuracy = 99.73, train_time = 7sec
